category_name,name,api_poiName,api_poiBrand,name_ref_nrm,name_prov_nrm,location_distance_m,match,match_code,cnn_match,edit_distance_match,name_matching,cnn_name_match_score
Beach,playa el saler parking,platja del saler,[Platja del Saler],playa el saler parking,playa saler,832.605,True,1,True,True,1.0,0.9999293
Beach,platgeta de xelin,platja de xelin,[Platja de Xelin],platgeta xelin,platja xelin,8.85561,True,1,True,True,0.8500000238418579,0.9989702
Airport,gloucestershire,gloucestershire airport,[Gloucestershire Airport],gloucestershire,gloucestershire,463.57748,True,1,True,True,1.0,0.9999866
Bank,lloyds bank,lloyds bank portishead,[Lloyds Bank], lloyds  bank , lloyds  bank ,0.0,True,1,True,True,1.0,0.9999991
Café/Pub,costa coffee,costa drive thru,[Costa], costa  coffee , costa ,25.210302,True,1,True,True,1.0,0.9998288
Shop,one stop,one stop,[One Stop], one  stop , one  stop ,27.800669,True,1,True,True,1.0,0.999982
Railway Station,newton for hyde nwn,newton for hyde,[Newton For Hyde],newton hyde nwn,newton hyde,22.97193,True,1,True,True,1.0,0.99998826
Railway Station,seamer,seamer,[Seamer],seamer,seamer,57.476383,True,1,True,True,1.0,0.99922264
Camping Ground,erwlon caravan camping park,erwlon caravan camping park,[Erwlon Caravan & Camping Park],erwlon caravan park,erwlon caravan park,184.66074,True,1,True,True,1.0,0.9998808
Place of Worship,st hildas church,st hildas church,[St Hilda's Church],st hildas,st hildas,0.027107947,True,1,True,True,1.0,0.9999579
Camping Ground,bailwood scout campsite,bailwood scout campsite,[Bailwood Scout Campsite],bailwood scout campsite,bailwood scout campsite,2.7508178,True,1,True,True,1.0,0.99999535
Shopping Center,waterside shopping centre,waterside shopping centre,[Waterside Shopping Centre],waterside shopping centre,waterside shopping centre,7.9871,True,1,True,True,1.0,0.99999946
Hotel Or Motel,92 templemore ave guest house,92 templemore ave guest house,[92 Templemore Ave Guest House],92 templemore ave guest house,92 templemore ave guest house,4.8058853,True,1,True,True,1.0,0.9999998
Camping Ground,scratby hall caravan park,scratby hall caravan park,[Scratby Hall Caravan Park],scratby hall caravan park,scratby hall caravan park,72.66614,True,1,True,True,1.0,0.9999991
Important Tourist Attraction,romney hythe dymchurch railway,romney hythe and dymchurch railway,[Romney Hythe And Dymchurch Railway],romney hythe dymchurch railway,romney hythe dymchurch railway,5.148925,True,1,True,True,1.0,0.99999636
Restaurant,wok u like,wok u like,[Wok U Like],wok u like,wok u like,18.749142,True,1,True,True,1.0,0.9997614
Market,market hall hartlepool,specsavers,[Specsavers],hall hartlepool,specsavers audiologists hartlepool,11.041718,True,1,True,True,0.800000011920929,0.9934437
School,etonbury academy,etonbury academy,[Etonbury Academy],etonbury,etonbury,112.97039,True,1,True,True,1.0,0.99380475
Museum,wolves museum,wolves museum,[Wolves Museum],wolves,wolves,5.1017084,True,1,True,True,1.0,0.99970555
Restaurant,the wigmore fish chips all day dining restaurant,wigmore restaurant,[Wigmore Restaurant],wigmore fish chips all day dining,wigmore,39.135597,True,1,True,True,1.0,0.90018964
Bank,tsb bank,tsb,[TSB], tsb , tsb ,0.0,True,1,True,True,1.0,0.99787456
Shopping Center,central square shopping centre,central square shopping centre,[Central Square Shopping Centre],central square shopping centre,central square shopping centre,23.964998,True,1,True,True,1.0,0.9999999
Museum,amgueddfa llandudno museum,amgueddfa llandudno museum,[Amgueddfa Llandudno Museum],amgueddfa llandudno,amgueddfa llandudno,7.1107106,True,1,True,True,1.0,0.9998968
Restaurant,la cabanita,tacos la cabanita,[Tacos La Cabañita],cabanita,tacos cabanita,32.961292,True,1,True,True,1.0,0.9970838
Important Tourist Attraction,tulum archaeological zone,zona arqueologica tulum,[Zona Arqueológica Tulum],tulum archaeological zone,zona arqueologica tulum,9.470241,True,1,True,True,0.8299999833106995,0.98688877
Bank,sucursal santander,santander,[Santander], santander , santander ,10.2530985,True,1,True,True,1.0,0.99998826
Beach,playa linda,playa de,[Playa de],playa linda,playa,4244.4756,False,2,True,True,1.0,0.9976404
Shop,triangle stores,triangle stores,[Triangle Stores],triangle stores,triangle stores,151.71703,True,1,True,True,1.0,0.9999988
Restaurant,ying wah bar restaurant,ying wah bar restaurant,[Ying Wah Bar & Restaurant],ying wah bar,ying wah bar,9.613407,True,1,True,True,1.0,0.9999436
Beach,cocklawburn beach,cocklawburn beach,[Cocklawburn Beach],cocklawburn,cocklawburn,497.29614,True,1,True,True,1.0,0.99857026
Shopping Center,crystal peaks village,wickes sheffield crystal peaks,[Wickes],crystal peaks village,wickes sheffield crystal peaks,146.77608,True,1,True,True,0.7599999904632568,0.99150574
Market,stone food market,stone food market,[Stone Food Market],stone food,stone food,4.9978495,True,1,True,True,1.0,0.99997693
Museum,shakespeares schoolroom guildhall,shakespeares new place,[Shakespeare's New Place],shakespeares schoolroom guildhall,shakespeares place,35.062763,True,1,True,True,0.800000011920929,0.9988028
Restaurant,ox and finch,ox and finch,[Ox And Finch],ox finch,ox finch,16.166492,True,1,True,True,1.0,0.9999727
Place of Worship,four oaks baptist church,four oaks baptist church,[Four Oaks Baptist Church],four oaks baptist,four oaks baptist,8.062891,True,1,True,True,1.0,0.99999774
Automotive Dealer,montague motors ltd,montague motors,[Montague Motors],montague,montague,37.758854,True,1,True,True,1.0,0.9771255
Café/Pub,purrple cat cafe,purrple cat cafe,[Purrple Cat Cafe],purrple cat,purrple cat,17.067049,True,1,True,True,1.0,0.9994619
Place of Worship,the benefice of lastingham,crypt of lastingham church,[Crypt Of Lastingham Church],benefice lastingham,crypt lastingham,92.661835,True,1,True,True,0.7699999809265137,0.9314224
Shop,princess mary gate convenience store,princess mary gate convenience store,[Princess Mary Gate Convenience Store],princess mary gate convenience,princess mary gate convenience,4.31388,True,1,True,True,1.0,0.9999993
Museum,horsepower the museum of the kings royal hussars,horsepower the museum of the kings royal hussars,[HorsePower: The Museum Of The King's Royal Hussars],horsepower kings royal hussars,horsepower kings royal hussars,8.663945,True,1,True,True,1.0,1.0
Museum,greater manchester police museum archives,the greater manchester police museum,[The Greater Manchester Police Museum],greater manchester police archives,greater manchester police,4.6711073,True,1,True,True,1.0,0.9999958
Automotive Dealer,autolink car sales,autolink car sales,[Autolink Car Sales],autolink sales,autolink sales,125.35806,True,1,True,True,1.0,1.0
Shop,mccolls,mccolls caldicot newport road,[McColl's], mccolls , mccolls ,37.35057,True,1,True,True,1.0,0.99993336
Hotel Or Motel,the euro hotel,the euro hotels,[Euro Hotels],euro,euro,19.749256,True,1,True,True,1.0,0.99841875
School,ballymena academy,ballymena academy,[Ballymena Academy],ballymena,ballymena,169.81744,True,1,True,True,1.0,0.99999714
Museum,aston hall,aston hall,[Aston Hall],aston hall,aston hall,3.5678089,True,1,True,True,1.0,0.99999917
Restaurant,spice club,spice club,[Spice Club],spice club,spice club,8.841435,True,1,True,True,1.0,0.9999225
Place of Worship,trinity free church,trinity free church,[Trinity Free Church],trinity free,trinity free,7.297067,True,1,True,True,1.0,0.9999593
Market,grainger market,grainger delicatessen,[Grainger Delicatessen],grainger,grainger delicatessen,70.72061,True,1,True,True,1.0,0.9989111
Camping Ground,conkers camping and caravanning club site,conkers camping and caravanning club site,[Conkers Camping And Caravanning Club Site],conkers caravanning club site,conkers caravanning club site,45.88093,True,1,True,True,1.0,0.99999994
Shopping Center,mitcham centre,mitcham,[Poundland],mitcham centre,mitcham,6.45548,True,1,True,True,1.0,0.9999983
School,rockcliffe ce school,rockcliffe cofe primary school,[Rockcliffe CofE Primary School],rockcliffe ce,rockcliffe cofe primary,15.7502985,True,1,True,True,0.8700000047683716,0.98462635
Place of Worship,parish of aberystwyth holy trinity church,holy trinity church,[Holy Trinity Church],parish aberystwyth holy trinity,holy trinity,16.623444,True,1,True,True,1.0,0.9989615
Museum,eton museum of antiquities,eton museum of antiquities,[Eton Museum Of Antiquities],eton antiquities,eton antiquities,270.19626,True,1,True,True,1.0,0.99999994
Place of Worship,warwick university chaplaincy,chaplaincy,[Chaplaincy],warwick university chaplaincy,chaplaincy,9.412106,True,1,True,True,1.0,0.99997383
Shopping Center,magnolia shopping centre,the magnolia centre,[The Magnolia Centre],magnolia shopping centre,magnolia centre,91.216446,True,1,True,True,1.0,0.9999989
Airport,bellingham,bellingham international airport,[Bellingham International Airport],bellingham,bellingham,460.05737,True,1,True,True,1.0,0.99999166
Airport,westover,westover airport,[Westover Airport],westover,westover,2224.045,True,1,True,True,1.0,0.9999974
Airport,cortland county,cortland county airport,[Cortland County Airport],cortland,cortland,102.086555,True,1,True,True,1.0,0.9992291
Airport,glasgow,glasgow international airport,[Glasgow International Airport],glasgow,glasgow,2245.4268,True,1,True,True,1.0,0.99998474
Airport,huntingburg,huntingburg airport,[Huntingburg Airport],huntingburg,huntingburg,467.99838,True,1,True,True,1.0,0.9992967
Airport,mckellar sipes,mckellar sipes regional airport,[McKellar-Sipes Regional Airport],mckellar sipes,mckellar sipes,24.460037,True,1,True,True,1.0,0.99999315
Airport,pocahontas,pocahontas municipal airport,[Pocahontas Municipal Airport],pocahontas,pocahontas,468.05707,True,1,True,True,1.0,0.99654853
Airport,toledo express,toledo express airport,[Toledo Express Airport],toledo express,toledo express,42.68099,True,1,True,True,1.0,0.9999888
Shopping Center,gadd crossing shopping center,northgate crossing shop center,[Supercuts],gadd crossing shopping center,northgate crossing shop center,1127.4425,True,1,True,True,0.7799999713897705,0.9999822
Restaurant,burger king,burger king,[BURGER KING], burger  king , burger  king ,17.82943,True,1,True,True,1.0,0.9997646
Hotel Or Motel,super 8 by wyndham rahway newark,super 8 by wyndham rahway newark,[Super 8 by Wyndham], super  8  by  wyndham , super  8  by  wyndham ,33.51606,True,1,True,True,1.0,0.99999946
Park and Recreation Area,burke lake state recreation area,burke lake recreation area,[Burke Lake Recreation Area],burke lake state recreation area,burke lake recreation area,117.900345,True,1,True,True,1.0,0.99993
Automotive Dealer,elders auto sales,elders auto sales,[Elder's Auto Sales],elders sales,elders sales,57.92502,True,1,True,True,1.0,0.9999966
Shop,up in smoke shop,up in smoke shop,[Up In Smoke Shop],up in smoke,up in smoke,13.591899,True,1,True,True,1.0,0.9996705
Shop,12th street emporium,12th street emporium,[12th Street Emporium],12th street emporium,12th street emporium,4.9323072,True,1,True,True,1.0,1.0
Bank,pnc bank,pnc bank,[PNC Bank], pnc  bank , pnc  bank ,8.600737,True,1,True,True,1.0,0.9996761
Shopping Center,wheatland shopping center,gnc wheatland shopping center,[GNC],wheatland shopping center,gnc wheatland shopping center,51.413567,True,1,True,True,1.0,0.9999999
School,vestal middle school,vestal middle school,[Vestal Middle School],vestal middle,vestal middle,31.042048,True,1,True,True,1.0,0.9999965
Bank,santander bank branch,santander,[Santander], santander , santander ,21.90988,True,1,True,True,1.0,0.99998826
Hotel Or Motel,days hotel by wyndham east brunswick conference center,days hotel by wyndham east brunswick conference center,[Wyndham], wyndham , wyndham ,19.682108,True,1,True,True,1.0,0.9998653
Sports Center,i ball sports complex,i ball sports complex,[I-Ball Sports Complex],i ball complex,i ball complex,0.0,True,1,True,True,1.0,0.9999999
Bank,u s bank branch,us bank,[US Bank], us  bank , us  bank ,5.303285,True,1,True,True,1.0,0.99994993
Park and Recreation Area,roby park,roby park,[Roby Park],roby,roby,88.341545,True,1,True,True,1.0,0.9995262
Market,campus ridge farm market,campus ridge farm market,[Campus Ridge Farm Market],campus ridge farm,campus ridge farm,81.00032,True,1,True,True,1.0,0.99999523
Restaurant,bakers dogs,bakers dogs,[Baker's Dogs],bakers dogs,bakers dogs,11.939584,True,1,True,True,1.0,0.9999485
Airport,chetumal,aeropuerto internacional de chetumal,[Aeropuerto Internacional de Chetumal],chetumal,chetumal,344.2168,True,1,True,True,1.0,0.9996017
Restaurant,la brava,la brava,[La Brava],brava,brava,82.871925,True,1,True,True,1.0,0.99895203
Shopping Center,atemajac center,cremeria atemajac,[Cremería Atemajac],atemajac center,cremeria atemajac,204.09244,True,1,True,True,0.8100000023841858,0.96268934
Bank,grupo financiero banorte corresponsal f a cuautla seguro,banorte,[Banorte], banorte , banorte ,328.00726,False,2,True,True,1.0,0.9999129
Beach,ixpalbarco beach,playa ixpalbarco,[Playa Ixpalbarco],ixpalbarco,playa ixpalbarco,487.20566,True,1,True,True,1.0,0.9997039
Sports Center,trainom sport center,sport gym,[Sport Gym],trainom sport center,sport,2157.5852,False,2,True,True,1.0,0.9967859
Beach,playa el farito,playa el balconcito,[Playa el Balconcito],playa el farito,playa el balconcito,463.4089,True,1,True,True,0.7599999904632568,0.9973767
Airport,birmingham,birmingham international airport,[Birmingham International Airport],birmingham,birmingham,958.6485,True,1,True,True,1.0,0.99900466
Automotive Dealer,langdon hills motor company basildon,langdon hills motor company,[Langdon Hills Motor Company],langdon hills company basildon,langdon hills company,7.4417076,True,1,True,True,1.0,0.99999285
Restaurant,eleven restaurant bar,eleven,[Eleven],eleven bar,eleven,10.040812,True,1,True,True,1.0,0.9999575
Museum,the postal museum,the postal museum,[The Postal Museum],postal,postal,2.3220146,True,1,True,True,1.0,0.9953663
Park and Recreation Area,st georges park,st georges park,[St George's Park],st georges,st georges,13.724596,True,1,True,True,1.0,0.9997727
Sports Center,heysham mossgate sports community centre,heysham mossgate community sports centre,[Heysham Mossgate Community & Sports Centre],heysham mossgate community centre,heysham mossgate community centre,72.154564,True,1,True,True,1.0,1.0
Market,soomar mini market,soomar market,[Soomar Market],soomar mini,soomar,12.171964,True,1,True,True,1.0,0.9961914
Important Tourist Attraction,morgans mount,morgans mount,[Morgan's Mount],morgans mount,morgans mount,272.96933,True,1,True,True,1.0,0.9999884
Restaurant,shilam tandoori,shilam,[Shilam],shilam tandoori,shilam,59.29163,True,1,True,True,1.0,0.99988097
Bank,bank of scotland,bank of scotland glasgow partick,[Bank of Scotland], bank  of  scotland , bank  of  scotland ,0.0,True,1,True,True,1.0,0.9999841
Park and Recreation Area,pleck park,pleck park,[Pleck Park],pleck,pleck,17.757854,True,1,True,True,1.0,0.9992006
Shop,stop shop,stop shop,[Stop & Shop],stop,stop,28.604567,True,1,True,True,1.0,0.9998499
School,wilbury junior school,wilbury junior school,[Wilbury Junior School],wilbury junior,wilbury junior,100.40995,True,1,True,True,1.0,0.99991983
Railway Station,bempton bem,bempton,[Bempton],bempton bem,bempton,48.665527,True,1,True,True,1.0,0.99996084
Important Tourist Attraction,vindolanda,castra vindolanda,[Castra Vindolanda],vindolanda,castra vindolanda,32.53672,True,1,True,True,1.0,0.9997448
Beach,freshwater west beach,freshwater west,[Freshwater West],freshwater,freshwater,289.6954,True,1,True,True,1.0,0.9999662
Park and Recreation Area,emsley alfred memorial recreation ground,emsley alfred memorial recreation ground,[Emsley (Alfred) Memorial Recreation Ground],emsley alfred memorial recreation ground,emsley alfred memorial recreation ground,9.059255,True,1,True,True,1.0,1.0
